Unnamed: 0,id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,open_acc,pub_rec,revol_bal,revol_util,total_acc,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,repay_fail
2936,673623,861005,5400.0,5400.0,5400.0,60 months,12.68,121.99,10+ years,MORTGAGE,99996.0,Not Verified,Feb-11,Charged Off,car,752xx,TX,12.84,0.0,Aug-84,0.0,,7.0,0.0,13742.0,96.50%,15.0,1697.92,1697.92,968.5,729.42,May-12,121.99,,Jun-16,1
22180,641244,820833,3000.0,3000.0,3000.0,60 months,18.54,77.07,3 years,RENT,52000.0,Source Verified,Dec-10,Fully Paid,wedding,983xx,WA,21.83,0.0,Aug-03,3.0,63.0,10.0,0.0,9074.0,98.60%,34.0,4475.79939,4475.8,3000.0,1475.8,Sep-14,1166.12,,Jun-16,0
2894,377294,401287,7000.0,7000.0,6375.0,36 months,8.0,219.36,9 years,MORTGAGE,130000.0,Not Verified,Feb-09,Fully Paid,small_business,028xx,RI,3.78,0.0,May-95,1.0,,9.0,0.0,20488.0,24.70%,22.0,7896.701749,7191.64,7000.0,896.7,Feb-12,237.28,,Nov-13,0
35793,501619,644771,8000.0,8000.0,8000.0,36 months,17.19,285.98,4 years,MORTGAGE,91000.0,Not Verified,Apr-10,Fully Paid,home_improvement,334xx,FL,13.46,0.0,Jul-05,3.0,,5.0,0.0,11774.0,97.30%,6.0,10040.71922,10040.72,8000.0,2040.72,Jun-12,24.77,,Jun-16,0
36500,800886,1006418,16800.0,16800.0,16750.0,60 months,10.99,365.19,10+ years,MORTGAGE,140000.0,Verified,Jul-11,Fully Paid,major_purchase,925xx,CA,13.89,0.0,Aug-84,1.0,,10.0,0.0,1849.0,5.90%,28.0,21867.62996,21802.55,16800.0,5067.63,Feb-16,2147.37,,Feb-16,0
38392,640548,819988,20000.0,20000.0,16927.90063,36 months,6.91,616.72,10+ years,RENT,55000.0,Verified,Dec-10,Fully Paid,debt_consolidation,945xx,CA,24.65,0.0,Feb-00,0.0,,10.0,0.0,23840.0,31.80%,17.0,21486.70115,17832.06,20000.0,1486.7,May-12,12237.83,,May-12,0
15261,517301,668548,2000.0,2000.0,2000.0,36 months,10.25,64.77,2 years,RENT,10000.0,Verified,May-10,Charged Off,debt_consolidation,917xx,CA,17.04,0.0,Aug-04,1.0,34.0,15.0,0.0,1365.0,6.20%,21.0,1262.6,1262.6,927.17,261.01,Feb-12,77.0,,May-12,1
31697,726025,921349,5100.0,5100.0,5100.0,36 months,10.0,164.57,4 years,RENT,45000.0,Source Verified,Apr-11,Fully Paid,major_purchase,774xx,TX,21.09,0.0,Aug-05,0.0,,5.0,0.0,2326.0,61.20%,10.0,5924.213101,5924.21,5100.0,824.21,May-14,179.41,,Jun-16,0
6189,512406,662041,11200.0,11200.0,11125.0,36 months,10.99,366.64,7 years,MORTGAGE,122004.0,Source Verified,May-10,Fully Paid,major_purchase,891xx,NV,12.49,0.0,Aug-89,0.0,31.0,9.0,0.0,49625.0,6%,19.0,12191.81551,12110.17,11200.0,991.82,Apr-11,8538.15,,Apr-16,0
4169,832078,1041416,16000.0,16000.0,16000.0,36 months,10.99,523.75,2 years,MORTGAGE,40000.0,Not Verified,Aug-11,Fully Paid,small_business,982xx,WA,4.53,0.0,Nov-99,0.0,59.0,3.0,0.0,5045.0,50.40%,12.0,18864.15275,18864.15,16000.0,2864.15,Aug-14,553.46,,Aug-14,0
6754,977426,1200233,12000.0,12000.0,12000.0,60 months,13.49,276.06,2 years,RENT,32400.0,Not Verified,Oct-11,Charged Off,debt_consolidation,933xx,CA,16.22,0.0,Jun-02,1.0,,8.0,0.0,8347.0,48.20%,15.0,3094.66,3094.66,1327.55,1154.11,Jul-12,276.06,,Dec-12,1
24749,753696,953363,7000.0,7000.0,7000.0,36 months,7.49,217.72,3 years,MORTGAGE,54200.0,Source Verified,May-11,Fully Paid,debt_consolidation,301xx,GA,23.36,0.0,Mar-92,0.0,,18.0,0.0,5053.0,40.10%,38.0,7387.277535,7387.28,7000.0,387.28,Mar-12,5437.84,,Jun-16,0
14189,536541,693140,12000.0,12000.0,12000.0,60 months,16.45,294.7,10+ years,RENT,90672.0,Verified,Jun-10,Does not meet the credit policy. Status:Charged Off,house,951xx,CA,6.39,0.0,Jun-96,5.0,50.0,7.0,0.0,52.0,2.50%,16.0,13157.33,13157.33,945.11,1115.99,Feb-11,589.4,Jul-11,Jun-16,1
28169,836324,1046347,5000.0,5000.0,5000.0,36 months,10.99,163.67,< 1 year,RENT,29120.0,Verified,Aug-11,Fully Paid,debt_consolidation,900xx,CA,3.91,0.0,Dec-07,0.0,,8.0,0.0,3077.0,29.40%,13.0,5676.276997,5676.28,5000.0,676.28,Mar-13,2744.91,,Nov-15,0
34371,541733,699186,25000.0,17575.0,17201.59019,36 months,10.75,573.31,9 years,RENT,72000.0,Not Verified,Jul-10,Fully Paid,other,088xx,NJ,12.58,0.0,May-88,1.0,,11.0,0.0,812.0,1.50%,18.0,20639.7146,20148.89,17574.99,3064.73,Jul-13,613.26,,Jul-13,0
10766,598324,767929,17500.0,17500.0,17500.0,60 months,19.41,457.92,10+ years,RENT,57828.84,Source Verified,Oct-10,Fully Paid,debt_consolidation,782xx,TX,21.54,0.0,Dec-00,2.0,79.0,6.0,0.0,745.0,93.10%,30.0,22567.93875,22567.94,17500.0,5067.94,Jul-12,13881.34,,Jul-12,0
12390,833383,1042972,14400.0,14400.0,14400.0,60 months,10.99,313.02,10+ years,MORTGAGE,59000.0,Not Verified,Aug-11,Fully Paid,credit_card,177xx,PA,15.95,0.0,May-94,2.0,,11.0,0.0,10557.0,26.50%,38.0,16508.68636,16508.69,14400.0,2108.69,Feb-13,11200.38,,Jun-16,0
27603,624023,799712,4800.0,4800.0,4800.0,36 months,12.61,160.84,1 year,RENT,36000.0,Source Verified,Dec-10,Fully Paid,debt_consolidation,891xx,NV,20.37,0.0,Dec-98,0.0,,11.0,1.0,9558.0,94.60%,17.0,5789.952389,5789.95,4800.0,989.95,Dec-13,169.25,,Nov-14,0
23982,628630,805475,7750.0,7750.0,7692.325342,36 months,6.91,238.98,3 years,OWN,20352.0,Verified,Dec-10,Fully Paid,credit_card,786xx,TX,22.23,0.0,May-97,0.0,,6.0,0.0,15863.0,72.10%,7.0,8603.408132,8534.11,7750.0,853.41,Dec-13,245.23,,Mar-16,0
20169,817929,1025816,10000.0,10000.0,10000.0,36 months,7.49,311.02,< 1 year,RENT,90000.0,Source Verified,Jul-11,Fully Paid,other,112xx,NY,8.95,0.0,Oct-03,0.0,37.0,13.0,0.0,3501.0,29.70%,24.0,10942.77695,10942.78,10000.0,942.78,Mar-13,5044.26,,Dec-13,0
3520,1000799,1226553,14800.0,14800.0,14550.0,60 months,12.69,334.41,3 years,MORTGAGE,38000.0,Not Verified,Nov-11,Fully Paid,debt_consolidation,606xx,IL,12.28,0.0,Nov-01,0.0,,11.0,0.0,20828.0,59%,34.0,16278.00974,16003.04,14800.0,1478.01,Sep-12,13279.65,,Aug-15,0
28148,543259,700915,2600.0,2600.0,2600.0,36 months,11.49,85.73,2 years,MORTGAGE,60000.0,Source Verified,Jul-10,Fully Paid,debt_consolidation,023xx,MA,12.98,0.0,Oct-01,1.0,,7.0,0.0,21402.0,83.90%,10.0,3086.136803,3086.14,2600.0,486.14,Aug-13,91.3,,Jun-16,0
6861,571933,735669,4000.0,4000.0,4000.0,36 months,11.49,131.89,3 years,MORTGAGE,170000.0,Not Verified,Aug-10,Fully Paid,vacation,774xx,TX,4.31,0.0,Jan-95,3.0,69.0,11.0,0.0,26708.0,77.20%,29.0,4182.474759,4182.47,4000.0,182.47,Mar-11,3.61,,Apr-16,0
16080,429535,508965,10400.0,10400.0,9341.327231,36 months,13.16,351.21,7 years,MORTGAGE,85000.0,Source Verified,Aug-09,Fully Paid,debt_consolidation,928xx,CA,6.73,1.0,Oct-97,0.0,3.0,9.0,0.0,4611.0,30.70%,16.0,12643.5004,11255.75,10400.0,2243.5,Aug-12,371.97,,Aug-12,0
12034,443878,540537,20000.0,20000.0,19468.87674,36 months,17.74,720.42,10+ years,MORTGAGE,76368.0,Verified,Oct-09,Fully Paid,small_business,956xx,CA,7.04,0.0,Oct-95,3.0,,4.0,1.0,11829.0,74.40%,21.0,25935.26895,25187.99,20000.0,5935.27,Oct-12,728.02,,Mar-16,0
38329,632997,810872,20000.0,20000.0,19950.0,36 months,9.25,638.33,8 years,MORTGAGE,192000.0,Verified,Dec-10,Fully Paid,other,363xx,AK,4.93,1.0,Apr-85,0.0,17.0,14.0,0.0,9040.0,20.50%,38.0,22980.39895,22922.95,20000.0,2980.4,Jan-14,689.57,,Jan-14,0
10578,124260,120594,3000.0,3000.0,1775.0,36 months,13.75,102.17,8 years,OWN,7062.0,Not Verified,Sep-07,Does not meet the credit policy. Status:Fully Paid,educational,320xx,FL,2.38,1.0,Oct-96,0.0,1.0,4.0,0.0,469.0,93.80%,12.0,3638.306433,2152.66,3000.0,638.31,Jun-10,245.24,Jul-10,Jun-10,0
13469,345567,345563,6700.0,4575.0,402.0513457,36 months,12.92,153.98,< 1 year,RENT,19368.0,Not Verified,Apr-08,Fully Paid,debt_consolidation,945xx,CA,15.06,0.0,Jan-88,2.0,37.0,9.0,1.0,8150.0,70.10%,16.0,5542.978621,414.41,4574.98,968.0,May-11,155.26,,Jul-15,0
5641,718573,912810,5000.0,5000.0,5000.0,36 months,5.42,150.8,10+ years,RENT,33600.0,Not Verified,May-11,Fully Paid,debt_consolidation,932xx,CA,13.36,0.0,Mar-96,2.0,,11.0,0.0,6660.0,27.10%,21.0,5428.767193,5428.77,5000.0,428.77,Jun-14,160.99,,Jun-16,0
33072,484239,616477,15000.0,15000.0,14789.50176,36 months,11.36,493.67,3 years,RENT,48800.0,Not Verified,Feb-10,Fully Paid,debt_consolidation,117xx,NY,17.61,0.0,Dec-00,3.0,,9.0,0.0,28261.0,70%,25.0,17097.66874,16823.21,14999.99,2097.68,Sep-11,8223.22,,Jul-15,0
6613,520605,673050,16000.0,16000.0,15751.2682,60 months,15.33,383.42,6 years,MORTGAGE,48000.0,Not Verified,May-10,Charged Off,wedding,972xx,OR,17.25,0.0,Dec-00,3.0,,10.0,0.0,29810.0,49.80%,17.0,9833.88,9316.92,4979.8,4201.64,Jun-12,383.42,,Nov-12,1
4406,471184,594856,14000.0,14000.0,13866.31576,36 months,12.87,470.87,9 years,RENT,33600.0,Not Verified,Jan-10,Fully Paid,other,103xx,NY,22.29,0.0,Jun-96,4.0,,3.0,0.0,12039.0,88%,9.0,16951.93695,16788.82,14000.0,2951.94,Jan-13,479.12,,Jun-16,0
29073,634886,813309,6400.0,6400.0,6296.391835,36 months,6.54,196.28,2 years,RENT,76644.0,Verified,Dec-10,Fully Paid,debt_consolidation,900xx,CA,19.41,0.0,Mar-96,0.0,38.0,10.0,0.0,5524.0,34.70%,33.0,6712.865691,6600.66,6400.0,312.87,Feb-12,3064.93,,Dec-15,0
20413,1063393,1295948,35000.0,23250.0,23225.0,60 months,20.3,619.88,3 years,OWN,85000.0,Verified,Dec-11,Charged Off,debt_consolidation,322xx,FL,16.39,0.0,Dec-84,2.0,82.0,10.0,0.0,18515.0,76.50%,40.0,3093.5,3090.2,1169.59,1923.91,May-12,619.88,,Jun-16,1
34581,788131,991767,30000.0,19825.0,19800.0,60 months,19.29,517.45,2 years,MORTGAGE,60000.0,Source Verified,Jun-11,Fully Paid,small_business,085xx,NJ,0.72,0.0,Apr-97,1.0,74.0,4.0,0.0,954.0,5.30%,19.0,30968.68993,30929.64,19825.0,11143.69,Mar-16,2508.94,,Mar-16,0
218,876104,1090709,10000.0,10000.0,10000.0,36 months,5.42,301.6,10+ years,MORTGAGE,150000.0,Verified,Sep-11,Fully Paid,major_purchase,103xx,NY,12.25,0.0,Jul-98,0.0,,11.0,0.0,116063.0,32.30%,22.0,10857.54,10857.54,10000.0,857.54,Sep-14,314.42,,Jun-16,0
1558,407386,456626,4500.0,4500.0,4237.15,36 months,13.16,151.97,5 years,OWN,58000.0,Not Verified,May-09,Fully Paid,small_business,600xx,IL,2.13,0.0,Oct-03,0.0,49.0,5.0,0.0,4824.0,38.30%,9.0,5465.793927,5080.8,4500.0,965.79,Apr-12,453.6,,Mar-16,0
32805,623674,799272,10000.0,10000.0,9950.0,36 months,9.25,319.17,6 years,RENT,50000.0,Not Verified,Dec-10,Fully Paid,credit_card,021xx,MA,23.06,0.0,Oct-01,0.0,32.0,15.0,0.0,12123.0,65.90%,23.0,11490.27061,11432.82,10000.0,1490.27,Dec-13,355.67,,Dec-13,0
25527,651216,833038,25000.0,25000.0,23583.41013,60 months,16.4,613.28,6 years,RENT,119400.0,Source Verified,Jan-11,Charged Off,debt_consolidation,902xx,CA,3.33,0.0,Jun-73,1.0,,5.0,0.0,13521.0,72.70%,9.0,27028.35,24115.44,11921.82,9541.8,Feb-14,614.56,,Feb-15,1
10860,565883,728000,12000.0,12000.0,11850.0,60 months,11.86,266.09,1 year,MORTGAGE,200000.0,Not Verified,Aug-10,Fully Paid,debt_consolidation,305xx,GA,8.75,0.0,Dec-93,1.0,58.0,8.0,0.0,10070.0,45.80%,23.0,15884.44998,15685.89,12000.0,3869.45,Jan-15,2062.1,,Jan-15,0
5654,729647,925444,7000.0,7000.0,7000.0,36 months,11.11,229.54,3 years,OWN,36400.0,Not Verified,Apr-11,Fully Paid,debt_consolidation,606xx,IL,10.98,0.0,Jan-04,1.0,,8.0,0.0,6772.0,72.80%,18.0,8220.60605,8220.61,7000.0,1220.61,Nov-13,1590.22,,Jun-16,0
19958,1033851,1263435,7500.0,7500.0,7500.0,36 months,6.62,230.28,9 years,MORTGAGE,47000.0,Not Verified,Dec-11,Fully Paid,credit_card,703xx,LA,16.77,1.0,Jun-00,0.0,19.0,10.0,0.0,8578.0,46.90%,20.0,8254.990283,8254.99,7500.0,754.99,May-14,1824.99,,Jun-16,0
14488,592895,761417,16000.0,16000.0,15757.18306,60 months,19.79,422.04,10+ years,MORTGAGE,80000.0,Verified,Oct-10,Does not meet the credit policy. Status:Charged Off,other,347xx,FL,21.97,1.0,Dec-97,1.0,8.0,6.0,0.0,115701.0,95.10%,24.0,8434.9,7947.15,2557.6,3646.67,Jan-12,343.88,Jun-12,Jun-12,1
19849,489130,623978,25000.0,25000.0,24500.33295,36 months,15.7,875.27,2 years,MORTGAGE,103000.0,Not Verified,Mar-10,Fully Paid,debt_consolidation,333xx,FL,23.11,0.0,Apr-00,0.0,,15.0,0.0,37810.0,81.30%,44.0,30794.75822,30096.3,25000.0,5794.76,Apr-12,9808.14,,Jun-16,0
35327,1016106,1243798,16000.0,16000.0,15750.0,60 months,19.03,415.32,10+ years,RENT,75000.0,Source Verified,Nov-11,Fully Paid,debt_consolidation,917xx,CA,8.4,0.0,May-06,0.0,,5.0,0.0,6147.0,87.80%,11.0,18596.4881,18305.92,16000.0,2596.49,Nov-12,8463.83,,Mar-13,0
30090,407969,457787,8000.0,8000.0,7975.0,36 months,12.84,268.95,1 year,RENT,45000.0,Verified,Jun-09,Fully Paid,debt_consolidation,850xx,AZ,22.51,0.0,Oct-99,1.0,72.0,16.0,0.0,13450.0,82%,33.0,9481.873704,9452.24,8000.0,1481.87,Jul-11,2749.67,,Dec-15,0
30116,990710,1214705,9400.0,9400.0,9400.0,60 months,19.42,246.02,2 years,MORTGAGE,144000.0,Source Verified,Oct-11,Fully Paid,home_improvement,432xx,OH,8.68,1.0,Oct-02,3.0,15.0,9.0,0.0,64161.0,36.40%,16.0,13974.76002,13974.76,9400.0,4559.76,Feb-15,4622.84,,Jun-16,0
13765,843731,1054551,3625.0,3625.0,3625.0,36 months,13.49,123.0,10+ years,MORTGAGE,20000.0,Source Verified,Aug-11,Fully Paid,debt_consolidation,553xx,MN,21.24,0.0,Mar-00,1.0,,9.0,0.0,13399.0,65.40%,17.0,4427.906734,4427.91,3625.0,802.91,Aug-14,140.92,,Nov-14,0
23934,634283,812571,3000.0,3000.0,3000.0,36 months,15.2,104.3,3 years,RENT,30000.0,Not Verified,Dec-10,Fully Paid,debt_consolidation,640xx,MO,7.64,0.0,Oct-94,2.0,32.0,4.0,0.0,1390.0,92.70%,11.0,3719.084249,3719.08,3000.0,719.08,Jun-13,812.04,,Jun-16,0
21604,614319,787561,10000.0,6575.0,6525.0,36 months,6.91,202.75,10+ years,MORTGAGE,150996.0,Verified,Nov-10,Fully Paid,debt_consolidation,708xx,LA,4.55,0.0,May-93,1.0,25.0,6.0,0.0,22352.0,75.70%,27.0,6650.170159,6599.59,6575.0,75.17,Mar-11,0.91,,Feb-11,0
26045,660991,845357,14000.0,14000.0,14000.0,36 months,10.37,454.18,2 years,RENT,82000.0,Verified,Jan-11,Fully Paid,debt_consolidation,193xx,PA,13.8,0.0,Dec-98,0.0,32.0,6.0,0.0,2298.0,19.80%,21.0,16220.89788,16220.9,14000.0,2220.9,May-13,4463.25,,Jun-16,0
2731,764750,965507,18000.0,18000.0,17975.0,60 months,11.99,400.31,10+ years,RENT,54000.0,Source Verified,May-11,Fully Paid,debt_consolidation,910xx,CA,18.18,0.0,Jan-90,0.0,,19.0,0.0,18011.0,44.70%,43.0,19212.02466,19185.34,18000.0,1212.02,Jan-12,16814.58,,May-12,0
18211,654773,837346,12000.0,12000.0,11975.0,36 months,10.0,387.21,10+ years,MORTGAGE,80000.0,Verified,Jan-11,Fully Paid,credit_card,300xx,GA,16.95,0.0,Dec-01,1.0,,14.0,0.0,14751.0,53.60%,26.0,13589.98066,13561.67,12000.0,1589.98,Apr-13,939.73,,Jun-16,0
2555,684493,873968,8000.0,8000.0,8000.0,36 months,10.0,258.14,1 year,RENT,56000.0,Source Verified,Feb-11,Fully Paid,credit_card,803xx,CO,22.52,0.0,Oct-05,0.0,,7.0,0.0,12091.0,43.20%,15.0,9292.935443,9292.94,8000.0,1292.94,Mar-14,274.24,,Mar-14,0
4411,874931,1089434,4800.0,4800.0,4800.0,36 months,10.99,157.13,5 years,RENT,300000.0,Source Verified,Sep-11,Fully Paid,wedding,941xx,CA,11.36,2.0,Apr-92,3.0,2.0,5.0,0.0,0.0,0%,29.0,5656.389999,5656.39,4800.0,856.39,Sep-14,169.93,,Nov-15,0
25790,606136,777557,20000.0,13675.0,13550.0,60 months,6.91,270.21,10+ years,MORTGAGE,130000.0,Verified,Nov-10,Fully Paid,debt_consolidation,852xx,AZ,5.39,0.0,Nov-95,0.0,,6.0,0.0,20964.0,35.60%,29.0,15033.00782,14895.59,13675.0,1358.01,Jul-12,9910.31,,Jul-12,0
17391,695296,886356,15450.0,15450.0,15389.63082,60 months,19.74,407.1,10+ years,MORTGAGE,58320.0,Not Verified,Mar-11,Charged Off,credit_card,925xx,CA,20.88,1.0,Sep-93,0.0,17.0,10.0,0.0,17858.0,98.70%,24.0,9767.7,9609.63,4431.37,5336.33,Apr-13,55.44,,Jun-16,1
11098,581175,747043,10000.0,10000.0,8830.33572,36 months,5.42,301.6,2 years,RENT,65000.0,Source Verified,Nov-10,Fully Paid,major_purchase,070xx,NJ,2.82,0.0,Feb-79,0.0,,6.0,0.0,5445.0,14.60%,13.0,10858.07036,9500.93,10000.0,858.07,Dec-13,314.65,,Dec-13,0
13025,448110,549441,12000.0,12000.0,11875.0,36 months,8.94,381.26,1 year,MORTGAGE,110000.0,Not Verified,Oct-09,Fully Paid,debt_consolidation,021xx,MA,8.95,0.0,Jun-96,2.0,,15.0,0.0,6535.0,9%,35.0,13398.50858,13258.94,12000.0,1398.51,Aug-11,36.88,,Jun-16,0
28756,980289,1088994,12000.0,12000.0,11900.0,36 months,12.69,402.54,3 years,RENT,64000.0,Verified,Oct-11,Charged Off,debt_consolidation,946xx,CA,24.53,0.0,Dec-04,1.0,,5.0,0.0,5276.0,21.20%,6.0,13800.73,13685.4,11164.85,2465.72,Aug-14,402.54,,Jan-15,1
71,443965,540781,13000.0,13000.0,13000.0,36 months,12.53,435.07,10+ years,MORTGAGE,264000.0,Verified,Oct-09,Does not meet the credit policy. Status:Fully Paid,credit_card,030xx,NH,10.06,0.0,Sep-86,1.0,,15.0,0.0,229908.0,77.20%,34.0,15662.17906,15662.18,13000.0,2662.18,Oct-12,448.3,Nov-12,Oct-12,0
19961,642413,822261,18200.0,18200.0,18125.0,60 months,14.83,431.36,6 years,MORTGAGE,53000.0,Verified,Jan-11,Charged Off,credit_card,601xx,IL,23.57,0.0,May-03,1.0,,14.0,0.0,10740.0,30.60%,24.0,12341.91,12291.18,6432.7,5235.81,Jun-13,26.37,,Sep-13,1
